step,day,minute_of_day,zone,zone_temp_c,radiant_temp_c,rh_pct,setpoint_c,occupied,pmv,ppd,comfort_enforced
43,1,668,SPACE1-1,21.808,21.351,18.99,21.0,True,-0.173,5.62,False
43,1,668,SPACE2-1,23.897,24.587,14.9,21.0,True,0.352,7.57,False
43,1,668,SPACE3-1,21.0,20.151,20.2,21.0,True,-0.372,7.88,False
43,1,668,SPACE4-1,21.0,20.292,15.99,21.0,True,-0.381,8.03,False
43,1,668,SPACE5-1,22.752,21.641,22.86,21.0,True,-0.019,5.01,False
44,1,682,SPACE1-1,22.12,21.692,19.37,21.0,True,-0.103,5.22,False
44,1,682,SPACE2-1,23.899,24.642,15.19,21.0,True,0.359,7.69,False
44,1,682,SPACE3-1,21.009,20.27,20.8,21.0,True,-0.356,7.64,False
44,1,682,SPACE4-1,21.001,20.409,16.54,21.0,True,-0.367,7.8,False
44,1,682,SPACE5-1,22.895,21.771,23.64,21.0,True,0.014,5.0,False
45,1,690,SPACE1-1,22.306,21.947,19.47,21.0,True,-0.057,5.07,False
45,1,690,SPACE2-1,23.899,24.575,15.21,21.0,True,0.353,7.59,False
45,1,690,SPACE3-1,21.002,20.358,20.93,21.0,True,-0.347,7.51,False
45,1,690,SPACE4-1,21.001,20.496,16.62,21.0,True,-0.358,7.66,False
45,1,690,SPACE5-1,22.925,21.855,24.0,21.0,True,0.028,5.02,False
46,1,705,SPACE1-1,22.492,22.205,19.5,21.0,True,-0.011,5.0,False
46,1,705,SPACE2-1,23.899,24.492,15.29,21.0,True,0.345,7.47,False
46,1,705,SPACE3-1,21.017,20.463,21.0,21.0,True,-0.335,7.33,False
46,1,705,SPACE4-1,21.001,20.602,16.71,21.0,True,-0.347,7.5,False
46,1,705,SPACE5-1,22.948,21.92,24.32,21.0,True,0.039,5.03,False
47,1,720,SPACE1-1,22.67,22.363,19.52,21.0,True,0.024,5.01,False
47,1,720,SPACE2-1,23.867,24.289,15.57,21.0,True,0.322,7.16,False
47,1,720,SPACE3-1,21.077,20.542,21.01,21.0,True,-0.321,7.14,False
47,1,720,SPACE4-1,21.001,20.682,16.84,21.0,True,-0.338,7.37,False
47,1,720,SPACE5-1,23.011,21.988,24.51,21.0,True,0.054,5.06,False
48,1,735,SPACE1-1,22.771,22.4,19.7,21.0,True,0.04,5.03,False
48,1,735,SPACE2-1,23.705,23.999,16.07,21.0,True,0.279,6.61,False
48,1,735,SPACE3-1,21.155,20.612,21.07,21.0,True,-0.305,6.93,False
48,1,735,SPACE4-1,21.0,20.746,17.08,21.0,True,-0.33,7.27,False
48,1,735,SPACE5-1,23.087,22.046,24.69,21.0,True,0.069,5.1,False
49,1,758,SPACE1-1,22.593,22.353,19.48,21.0,True,0.014,5.0,False
49,1,758,SPACE2-1,23.293,23.654,16.05,21.0,True,0.2,5.83,False
49,1,758,SPACE3-1,21.026,20.609,20.71,21.0,True,-0.321,7.14,False
49,1,758,SPACE4-1,21.001,20.735,16.66,21.0,True,-0.334,7.31,False
49,1,758,SPACE5-1,22.942,22.042,24.43,21.0,True,0.051,5.05,False
50,1,772,SPACE1-1,22.366,22.177,19.05,21.0,True,-0.03,5.02,False
50,1,772,SPACE2-1,22.869,23.251,15.8,21.0,True,0.112,5.26,False
50,1,772,SPACE3-1,21.001,20.605,20.04,21.0,True,-0.328,7.23,False
50,1,772,SPACE4-1,21.0,20.752,16.28,21.0,True,-0.334,7.32,False
50,1,772,SPACE5-1,22.811,22.007,23.77,21.0,True,0.03,5.02,False
51,1,788,SPACE1-1,22.264,22.09,18.69,21.0,True,-0.052,5.06,False
51,1,788,SPACE2-1,22.583,22.925,15.76,21.0,True,0.048,5.05,False
51,1,788,SPACE3-1,21.001,20.616,19.61,21.0,True,-0.329,7.25,False
51,1,788,SPACE4-1,21.0,20.77,16.2,21.0,True,-0.333,7.3,False
51,1,788,SPACE5-1,22.793,21.99,23.16,21.0,True,0.022,5.01,False
52,1,795,SPACE1-1,22.204,22.02,18.5,21.0,True,-0.067,5.09,False
52,1,795,SPACE2-1,22.336,22.636,15.84,21.0,True,-0.006,5.0,False
52,1,795,SPACE3-1,21.0,20.629,19.39,21.0,True,-0.329,7.25,False
52,1,795,SPACE4-1,21.001,20.786,16.23,21.0,True,-0.331,7.28,False
52,1,795,SPACE5-1,22.8,21.982,22.77,21.0,True,0.02,5.01,False
53,1,810,SPACE1-1,22.33,21.938,18.78,21.0,True,-0.06,5.07,False
53,1,810,SPACE2-1,22.301,22.417,16.41,21.0,True,-0.029,5.02,False
53,1,810,SPACE3-1,21.19,20.694,19.56,21.0,True,-0.301,6.89,False
53,1,810,SPACE4-1,21.002,20.849,16.86,21.0,True,-0.321,7.14,False
53,1,810,SPACE5-1,23.019,22.036,22.73,21.0,True,0.049,5.05,False
54,1,825,SPACE1-1,22.426,21.907,19.44,21.0,True,-0.049,5.05,False
54,1,825,SPACE2-1,22.254,22.242,17.22,21.0,True,-0.047,5.04,False
54,1,825,SPACE3-1,21.371,20.758,20.1,21.0,True,-0.273,6.54,False
54,1,825,SPACE4-1,21.001,20.882,17.64,21.0,True,-0.314,7.04,False
54,1,825,SPACE5-1,23.23,22.107,23.15,21.0,True,0.081,5.14,False
55,1,840,SPACE1-1,22.452,21.895,20.2,21.0,True,-0.042,5.04,False
55,1,840,SPACE2-1,22.142,22.077,17.98,21.0,True,-0.071,5.1,False
55,1,840,SPACE3-1,21.472,20.807,20.77,21.0,True,-0.253,6.33,False
55,1,840,SPACE4-1,21.002,20.891,18.26,21.0,True,-0.309,6.99,False
55,1,840,SPACE5-1,23.359,22.176,23.8,21.0,True,0.107,5.23,False
56,1,855,SPACE1-1,22.455,21.888,20.88,21.0,True,-0.039,5.03,False
56,1,855,SPACE2-1,22.016,21.923,18.56,21.0,True,-0.096,5.19,False
56,1,855,SPACE3-1,21.527,20.841,21.4,21.0,True,-0.24,6.2,False
56,1,855,SPACE4-1,21.014,20.893,18.69,21.0,True,-0.305,6.94,False
56,1,855,SPACE5-1,23.446,22.237,24.48,21.0,True,0.126,5.33,False
57,1,870,SPACE1-1,22.543,21.977,21.63,21.0,True,-0.016,5.01,False
57,1,870,SPACE2-1,21.956,21.816,19.23,21.0,True,-0.109,5.25,False
57,1,870,SPACE3-1,21.618,20.892,22.18,21.0,True,-0.221,6.01,False
57,1,870,SPACE4-1,21.091,20.935,19.2,21.0,True,-0.29,6.75,False
57,1,870,SPACE5-1,23.564,22.314,25.38,21.0,True,0.153,5.49,False
58,1,885,SPACE1-1,22.631,22.007,22.45,21.0,True,0.002,5.0,False
58,1,885,SPACE2-1,21.901,21.704,19.92,21.0,True,-0.122,5.31,False
